organization_name,country_code,appearance_count,latitude,longitude,geocode_status,geocode_display_name,geocode_source,last_checked_at
Atlanta Technical College,US,1,33.711822509765625,-84.40792083740234,ok,Atlanta Technical College,openalex,2026-03-12T03:53:13+00:00
Atlas Copco (Sweden),SE,1,59.304101,18.1186478,ok,"Atlas Copco, 19, Sickla industriväg, Alphyddan, Nacka, Nacka kommun, Stockholm County, 131 54, Sweden",nominatim,2026-03-12T08:03:45+00:00
Atrium Health Wake Forest Baptist,US,6,36.09986114501953,-80.24421691894531,ok,Atrium Health Wake Forest Baptist,openalex,2026-03-11T20:14:30+00:00
Auburn University,US,17,32.60986,-85.48078,ok,Auburn University,openalex,2026-03-12T00:36:11+00:00
Auckland City Hospital,NZ,2,-36.84853,174.76349,ok,Auckland City Hospital,openalex,2026-03-12T04:12:35+00:00
Auckland University of Technology,NZ,8,-36.853233337402344,174.76649475097656,ok,Auckland University of Technology,openalex,2026-03-12T00:00:31+00:00
Augsburg University,US,1,44.9799690246582,-93.26383972167969,ok,Augsburg University,openalex,2026-03-12T03:25:13+00:00
Aurora Flight Sciences (United States),US,1,38.73188781738281,-77.5164566040039,ok,Aurora Flight Sciences (United States),,2026-03-12T10:09:28+00:00
Austin Hospital,AU,1,-37.814,144.96332,ok,Austin Hospital,openalex,2026-03-12T00:29:05+00:00
Australian Centre for Plant Functional Genomics,AU,1,-34.968772888183594,138.63735961914062,ok,Australian Centre for Plant Functional Genomics,openalex,2026-03-12T03:48:58+00:00
Australian Centre for Robotic Vision,AU,25,-27.467939376831055,153.02809143066406,ok,Australian Centre for Robotic Vision,,2026-03-11T20:42:40+00:00
Australian Federation of Graduate Women New South Wales,AU,1,-33.570472717285156,151.14752197265625,ok,Australian Federation of Graduate Women New South Wales,openalex,2026-03-12T02:55:54+00:00
Australian National University,AU,23,-35.2834587097168,149.12806701660156,ok,Australian National University,openalex,2026-03-12T00:50:35+00:00
Australian Regenerative Medicine Institute,AU,3,-37.91049575805664,145.12930297851562,ok,Australian Regenerative Medicine Institute,openalex,2026-03-12T00:19:56+00:00
Australian Research Council,AU,1,-35.28346,149.12807,ok,Australian Research Council,openalex,2026-03-12T03:40:35+00:00
Australian e-Health Research Centre,AU,4,-27.469646453857422,153.02809143066406,ok,Australian e-Health Research Centre,openalex,2026-03-12T02:57:57+00:00
Austrian Center for Medical Innovation and Technology,AT,4,47.80485,16.23196,ok,Austrian Center for Medical Innovation and Technology,openalex,2026-03-11T20:22:02+00:00
Austrian Institute of Technology,AT,10,14.079116666667,100.61135555556,ok,Asian Institute of Technology,wikipedia_wikidata,2026-03-12T02:44:08+00:00
Austrian Research Institute for Artificial Intelligence,AT,1,48.2123017,16.3642194,ok,"Austrian Research Institute for Artificial Intelligence, 6, Freyung, Schottenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria",nominatim,2026-03-12T11:55:57+00:00
Autodesk (Canada),CA,13,45.495296478271484,-73.55319213867188,ok,Autodesk (Canada),openalex,2026-03-12T03:52:02+00:00
Autodesk (United States),US,5,37.77493,-122.41942,ok,Autodesk (United States),openalex,2026-03-12T04:26:53+00:00
Automation and Process Engineering Laboratory,FR,3,45.76601028442383,4.879499912261963,ok,Automation and Process Engineering Laboratory,,2026-03-11T21:33:57+00:00
Autonomous Healthcare,US,3,33.2874873,126.5636972,ok,"헬스케어타운개발지구, 영천동, 서귀포시, 제주특별자치도, 대한민국",,2026-03-12T05:28:15+00:00
Autonomous University of San Luis Potosí,MX,6,22.15289306640625,-100.97676849365234,ok,Autonomous University of San Luis Potosí,openalex,2026-03-12T00:19:06+00:00
Autonomous University of Yucatán,MX,4,20.975370407104492,-89.61695861816406,ok,Autonomous University of Yucatán,openalex,2026-03-12T03:43:01+00:00
AviChina Industry & Technology (China),CN,1,39.936439514160156,116.42213439941406,ok,AviChina Industry & Technology (China),,2026-03-12T06:28:40+00:00
Azabu University,JP,1,35.575,139.38833333,ok,Azabu University,wikipedia_wikidata,2026-03-12T08:28:35+00:00
Azienda Ospedaliera S.Giuseppe Moscati,IT,1,40.92652130126953,14.79987621307373,ok,Azienda Ospedaliera S.Giuseppe Moscati,,2026-03-12T01:18:31+00:00
Azienda Ospedaliera Universitaria Pisana,IT,3,43.70853042602539,10.403599739074707,ok,Azienda Ospedaliera Universitaria Pisana,,2026-03-11T21:04:18+00:00
Azienda Ospedaliera Universitaria Senese,IT,1,43.343360900878906,11.327361106872559,ok,Azienda Ospedaliera Universitaria Senese,openalex,2026-03-12T04:38:00+00:00
Azienda Ospedaliero-Universitaria Careggi,IT,11,43.77925109863281,11.246259689331055,ok,Azienda Ospedaliero-Universitaria Careggi,openalex,2026-03-12T00:13:29+00:00
Azienda Sanitaria Ospedaliera S.Croce e Carle Cuneo,IT,1,44.385799407958984,7.536179065704346,ok,Azienda Sanitaria Ospedaliera S.Croce e Carle Cuneo,openalex,2026-03-12T00:23:46+00:00
Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,IT,22,45.464271545410156,9.189510345458984,ok,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,openalex,2026-03-11T19:50:26+00:00
Azienda Socio Sanitaria Territoriale Santi Paolo e Carlo,IT,1,45.434328,9.15913,ok,ASST Santi Paolo e Carlo,alias->wikidata_search,2026-03-27T02:42:39+00:00
Azienda ULSS 9 TREVISO,IT,2,45.661177,12.268281,ok,Azienda ULSS 9 TREVISO,wikidata_search,2026-03-26T23:58:26+00:00
Azienda USL di Bologna,IT,6,44.48979187011719,11.348087310791016,ok,Azienda USL di Bologna,openalex,2026-03-12T00:56:52+00:00
Azienda Unità Sanitaria Locale Della Romagna,IT,1,44.206668853759766,12.019633293151855,ok,Azienda Unità Sanitaria Locale Della Romagna,openalex,2026-03-12T03:40:30+00:00
Azienda Usl Toscana Centro,IT,4,43.93064,10.92365,ok,Azienda Usl Toscana Centro,openalex,2026-03-11T20:24:33+00:00
BAE Systems (Sweden),SE,1,63.3566261,18.6690882,ok,"BAE Systems Hägglunds testbana, Åsliden, Själevad District, Örnsköldsviks kommun, Västernorrland County, Sweden",nominatim,2026-03-12T08:32:35+00:00
BC Cancer Agency,CA,4,49.24966,-123.11934,ok,BC Cancer Agency,openalex,2026-03-11T19:48:39+00:00
BC Centre for Disease Control,CA,4,9.0707,7.4333,ok,Nigeria Centre for Disease Control,wikipedia_wikidata,2026-03-11T23:56:17+00:00
BG Klinikum Hamburg,DE,1,53.5063455,10.1767027,ok,"Berufsgenossenschaftliches Klinikum Hamburg, 10, Bergedorfer Straße, Lohbrügge, Bergedorf, Hamburg, 21033, Germany",nominatim,2026-03-11T21:49:04+00:00
BGI Group (China),CN,4,22.54553985595703,114.06829833984375,ok,BGI Group (China),,2026-03-11T20:55:38+00:00
BMW (Germany),DE,2,48.137428283691406,11.57548999786377,ok,BMW (Germany),openalex,2026-03-12T04:39:03+00:00
BMW Group (Germany),DE,6,51.4013757,12.4615453,ok,"BMW Group, Nordost, Leipzig, Saxony, 04349, Germany",nominatim,2026-03-12T02:33:13+00:00
BOE Technology Group (China),CN,2,39.80184555053711,116.50532531738281,ok,BOE Technology Group (China),,2026-03-12T07:43:05+00:00
BOKU University,AT,1,48.2373182,16.3327068,ok,"BOKU Vienna, Türkenschanze, Linnéplatz, Döblinger Cottage, Upper Döbling, Döbling, Vienna, 1190, Austria",nominatim,2026-03-12T06:04:14+00:00
BYD (China),CN,1,22.679487228393555,114.35893249511719,ok,BYD (China),openalex,2026-03-12T04:29:09+00:00
Babeș-Bolyai University,RO,3,46.76667022705078,23.600000381469727,ok,Babeș-Bolyai University,openalex,2026-03-12T04:31:21+00:00
Babol University of Medical Sciences,IR,1,36.53120040893555,52.67810821533203,ok,Babol University of Medical Sciences,openalex,2026-03-12T00:05:01+00:00
Baddi University of Emerging Sciences and Technologies,IN,1,30.951351165771484,76.77959442138672,ok,Baddi University of Emerging Sciences and Technologies,openalex,2026-03-12T04:38:25+00:00
Bahçeşehir University,DE,5,41.041667,29.009444,ok,Bahçeşehir University,wikipedia_wikidata,2026-03-12T01:00:04+00:00
Baidu (China),CN,7,39.9075,116.39723,ok,Baidu (China),openalex,2026-03-12T00:17:37+00:00
Bakırköy Dr.Sadi Konuk Eğitim ve Araştırma Hastanesi,TR,3,40.993980407714844,28.864910125732422,ok,Bakırköy Dr.Sadi Konuk Eğitim ve Araştırma Hastanesi,openalex,2026-03-12T04:21:04+00:00
Baltimore VA Medical Center,US,1,39.29001998901367,-76.62454986572266,ok,Baltimore VA Medical Center,openalex,2026-03-12T00:11:01+00:00
Bambino Gesù Children's Hospital,IT,1,41.891929626464844,12.511329650878906,ok,Bambino Gesù Children's Hospital,openalex,2026-03-11T19:56:05+00:00
Banaras Hindu University,IN,3,25.266632080078125,82.99057006835938,ok,Banaras Hindu University,openalex,2026-03-12T03:34:51+00:00
Bangladesh University of Engineering and Technology,BD,3,23.726666666666667,90.3925,ok,Bangladesh University of Engineering and Technology,wikipedia_wikidata,2026-03-11T23:51:43+00:00
Bangladesh University of Textiles,BD,2,23.7104,90.40744,ok,Bangladesh University of Textiles,openalex,2026-03-12T04:08:57+00:00
Bangor University,GB,2,53.22751998901367,-4.129360198974609,ok,Bangor University,openalex,2026-03-12T00:31:29+00:00
Bank of China,CN,1,39.928131103515625,116.3504409790039,ok,Bank of China,openalex,2026-03-12T00:58:21+00:00
Baoji University of Arts and Sciences,CN,1,34.34849548339844,107.16059112548828,ok,Baoji University of Arts and Sciences,,2026-03-12T12:07:15+00:00
Baotou Medical College,CN,1,40.6515998840332,109.84388732910156,ok,Baotou Medical College,openalex,2026-03-12T00:04:51+00:00
Baptist Hospital of Miami,US,1,25.6851342,-80.338609,ok,"Baptist Hospital of Miami, 8900, Southwest 88th Street, Miami, Miami-Dade County, Florida, 33176, United States",nominatim,2026-03-12T12:10:48+00:00
Bar-Ilan University,IL,3,32.08227,34.81065,ok,Bar-Ilan University,openalex,2026-03-12T01:01:40+00:00
Barkhausen Institute,DE,3,51.05089,13.73832,ok,Barkhausen Institut,openalex,2026-03-12T03:03:17+00:00
Barnes-Jewish Hospital,US,1,38.62726974487305,-90.19789123535156,ok,Barnes-Jewish Hospital,openalex,2026-03-12T00:50:27+00:00
Barrow Neurological Institute,US,4,33.44837951660156,-112.07404327392578,ok,Barrow Neurological Institute,openalex,2026-03-12T03:57:35+00:00
Barts Health NHS Trust,GB,3,51.50852966308594,-0.12574000656604767,ok,Barts Health NHS Trust,,2026-03-12T11:05:58+00:00
Barwon Health,AU,1,-38.14710998535156,144.36068725585938,ok,Barwon Health,openalex,2026-03-11T19:58:16+00:00
Basingstoke and North Hampshire Hospital,GB,1,51.28081130981445,-1.1096830368041992,ok,Basingstoke and North Hampshire Hospital,openalex,2026-03-11T19:56:00+00:00
Basque Center for Applied Mathematics,ES,1,43.26271057128906,-2.9252800941467285,ok,Basque Center for Applied Mathematics,openalex,2026-03-12T03:59:42+00:00
"Basque Center for Materials,Applications and Nanostructures",ES,2,43.2962378,-2.8664444,ok,"BCMaterials - Basque Center for Materials, Applications and Nanostructures, 500, Ibaizabal bidea, Parque Científico y Tecnológico de Bizkaia, Zamudio, Biscay, Autonomous Community of the Basque Country, 48170, Spain",nominatim,2026-03-12T06:57:16+00:00
Bauhaus-Universität Weimar,DE,3,50.98030090332031,11.32903003692627,ok,Bauhaus-Universität Weimar,openalex,2026-03-12T03:51:54+00:00
Bausch Health (Germany),DE,3,49.40653610229492,8.649961471557617,ok,Bausch Health (Germany),,2026-03-11T00:26:17+00:00
Bavarian Polymer Institute,DE,1,49.947818756103516,11.578929901123047,ok,Bavarian Polymer Institute,openalex,2026-03-12T03:50:55+00:00
Bayer (Germany),BE,1,50.8895111,4.4454176,ok,"Bayer, Jan Mommaertslaan, Diegem, Machelen, Halle-Vilvoorde, Flemish Brabant, Flanders, 1831, Belgium",nominatim,2026-03-12T00:22:47+00:00
Baylor College of Medicine,US,15,29.76328,-95.36327,ok,Baylor College of Medicine,openalex,2026-03-11T19:50:49+00:00
Baylor Scott & White Health,US,1,30.0277772,-97.8752448,ok,"Baylor Scott & White Clinic, 4036, Cromwell Drive, Kyle, Hays County, Texas, 78640, United States",nominatim,2026-03-12T06:06:31+00:00
Baylor University,US,3,31.54932975769043,-97.14666748046875,ok,Baylor University,openalex,2026-03-12T00:39:21+00:00
Baylor University Medical Center,US,2,32.783058166503906,-96.80667114257812,ok,Baylor University Medical Center,openalex,2026-03-12T04:29:19+00:00
Bayındır Hastanesi,TR,1,39.910621643066406,32.811153411865234,ok,Bayındır Hastanesi,openalex,2026-03-12T04:34:45+00:00
Beaumont Hospital,IE,1,53.391143798828125,-6.222154140472412,ok,Beaumont Hospital,openalex,2026-03-11T20:19:45+00:00
Beckman Research Institute,US,3,34.129922,-117.970729,ok,Beckman Research Institute,wikipedia_wikidata,2026-03-11T20:28:18+00:00
Beihang University,CN,603,39.907501220703125,116.39723205566406,ok,Beihang University,openalex,2026-03-11T19:42:46+00:00
Beijing Academy of Artificial Intelligence,CN,81,39.99357223510742,116.3315200805664,ok,Beijing Academy of Artificial Intelligence,openalex,2026-03-11T20:06:28+00:00
Beijing Academy of Science and Technology,CN,2,39.94837951660156,116.30894470214844,ok,Beijing Academy of Science and Technology,openalex,2026-03-12T03:49:03+00:00
Beijing Administration Institute,CN,1,39.92945098876953,116.34663391113281,ok,Beijing Administration Institute,,2026-03-12T09:57:15+00:00
Beijing Advanced Sciences and Innovation Center,CN,20,39.98908996582031,116.36002349853516,ok,Beijing Advanced Sciences and Innovation Center,openalex,2026-03-12T00:19:31+00:00
Beijing Aerospace Flight Control Center,CN,3,40.07198715209961,116.25709533691406,ok,Beijing Aerospace Flight Control Center,,2026-03-11T21:17:31+00:00
Beijing Chao-Yang Hospital,CN,1,39.9245399,116.4473182,ok,"Beijing Chao-Yang Hospital, Capital Medical University, DONGDAQIAO XIEJIE, Hujialou, Chaoyang District, Beijing, 100020, China",nominatim,2026-03-12T10:40:22+00:00
Beijing Computational Science Research Center,CN,2,39.91432571411133,116.38093566894531,ok,Beijing Computational Science Research Center,openalex,2026-03-12T00:13:17+00:00
Beijing Film Academy,CN,1,39.9717416,116.3532808,ok,Beijing Film Academy,wikipedia_wikidata,2026-03-12T06:19:31+00:00
Beijing Forestry University,CN,2,39.907501220703125,116.39723205566406,ok,Beijing Forestry University,openalex,2026-03-12T04:06:50+00:00
Beijing Friendship Hospital,CN,3,39.907501220703125,116.39723205566406,ok,Beijing Friendship Hospital,openalex,2026-03-11T20:06:30+00:00
Beijing Haidian Hospital,CN,3,39.9756547,116.3093019,ok,"海淀医院, 中关村大街, 中关村核心区, 海淀南路北社区, 海淀街道, 海淀区, 北京市, 100872, 中国",,2026-03-11T22:52:32+00:00
Beijing Information Science & Technology University,CN,17,40.03722222,116.34027778,ok,Beijing Information Science and Technology University,wikipedia_wikidata,2026-03-11T22:09:27+00:00
Beijing Institute for General Artificial Intelligence,CN,15,39.9075,116.39723,ok,Beijing Institute for General Artificial Intelligence,openalex,2026-03-11T20:32:04+00:00
Beijing Institute of Big Data Research,CN,1,39.98691177368164,116.3036880493164,ok,Beijing Institute of Big Data Research,,2026-03-12T11:53:11+00:00
Beijing Institute of Nanoenergy and Nanosystems,CN,15,39.99115753173828,116.33942413330078,ok,Beijing Institute of Nanoenergy and Nanosystems,openalex,2026-03-12T03:15:07+00:00
Beijing Institute of Neurosurgery,CN,3,39.87727355957031,116.3934555053711,ok,Beijing Institute of Neurosurgery,openalex,2026-03-12T00:40:27+00:00
Beijing Institute of Technology,CN,503,39.9075,116.39723,ok,Beijing Institute of Technology,openalex,2026-03-11T19:35:48+00:00
Beijing Jiaotong University,CN,51,39.907501220703125,116.39723205566406,ok,Beijing Jiaotong University,openalex,2026-03-12T00:15:26+00:00
Beijing Jingshida Electromechanical Equipment Research Institute,CN,2,39.904842376708984,116.39827728271484,ok,Beijing Jingshida Electromechanical Equipment Research Institute,openalex,2026-03-12T04:05:06+00:00
Beijing Jishuitan Hospital,CN,2,39.94451904296875,116.37616729736328,ok,Beijing Jishuitan Hospital,,2026-03-11T21:44:01+00:00
Beijing Microelectronics Technology Institute,CN,2,39.80937194824219,116.40118408203125,ok,Beijing Microelectronics Technology Institute,,2026-03-12T08:46:52+00:00
Beijing Normal University,CN,15,39.957222222222,116.3625,ok,Beijing Normal University,wikipedia_wikidata,2026-03-11T23:47:40+00:00
Beijing Research Institute of Mechanical and Electrical Technology,CN,2,40.011940002441406,116.35363006591797,ok,Beijing Research Institute of Mechanical and Electrical Technology,openalex,2026-03-12T00:15:29+00:00
Beijing Satellite Navigation Center,CN,1,40.06391143798828,116.2472915649414,ok,Beijing Satellite Navigation Center,openalex,2026-03-12T04:33:14+00:00
Beijing Technology and Business University,CN,1,39.720340728759766,116.16999816894531,ok,Beijing Technology and Business University,openalex,2026-03-11T20:06:33+00:00
Beijing Tian Tan Hospital,CN,13,39.907501220703125,116.39723205566406,ok,Beijing Tian Tan Hospital,openalex,2026-03-11T19:56:38+00:00
Beijing Tongren Hospital,CN,1,39.9075,116.39723,ok,Beijing Tongren Hospital,openalex,2026-03-12T03:52:33+00:00
Beijing Tsinghua Chang Gung Hospital,CN,9,40.072662353515625,116.41462707519531,ok,Beijing Tsinghua Chang Gung Hospital,openalex,2026-03-12T00:30:43+00:00
Beijing Union University,CN,2,39.909286,116.557699,ok,Beijing International Studies University,wikipedia_wikidata,2026-03-11T21:40:27+00:00
Beijing University of Agriculture,CN,1,40.0931333,116.3040761,ok,"Beijing University of Agriculture, ZHUXINZHUANG West Road, Shigezhuang, Changping District, Beijing, 100126, China",nominatim,2026-03-12T04:57:57+00:00
Beijing University of Chemical Technology,CN,30,39.907501220703125,116.39723205566406,ok,Beijing University of Chemical Technology,openalex,2026-03-12T00:06:29+00:00
Beijing University of Civil Engineering and Architecture,CN,1,39.907501220703125,116.39723205566406,ok,Beijing University of Civil Engineering and Architecture,openalex,2026-03-12T00:46:18+00:00
